Item ID,Sentiment,SentimentText,Recommended complaint category,cleaned_text,final_text,word_count
1200,0,@sureshpprabhu @RailMinIndia : Meerut City Station Platform 2/3 are relatively dirty. Sweeping required. https://t.co/AwQUu355e1,Cleanliness & Facilities,sureshpprabhu railminindia meerut city station platform are relatively dirty sweeping required,sureshpprabhu railminindia meerut city station platform relatively dirty sweeping required,10
1201,5,@sureshpprabhu @RailMinIndia PNR is 2544989573. Many Thanks beforehand !!,Ticketing & Reservation,sureshpprabhu railminindia pnr is many thanks beforehand,sureshpprabhu railminindia pnr many thanks beforehand,6
1202,4,@RailMinIndia @sureshpprabhu there is huge problm of chain pulling on delhi Udz #chetakexpress &amp; got late always plz look into this.,Delay / Running Status,railminindia sureshpprabhu there is huge problm of chain pulling on delhi udz chetakexpress amp got late always plz look into this,railminindia sureshpprabhu huge problm chain pulling delhi udz chetakexpress amp got late always plz look,15
1203,6,@RailMinIndia Thanks a lot Indian Railways the query has been resolved....really Mera desh badal raha hai.Namo namo,Irrelevant & Noise,railminindia thanks a lot indian railways the query has been resolvedreally mera desh badal raha hainamo namo,railminindia thanks lot indian railways query resolvedreally mera desh badal raha hainamo namo,13
1204,4,@RailMinIndia @sureshpprabhu train 13005 rescheduled 21:05 but still not depart..its sad..already 2 hrs late..,Delay / Running Status,railminindia sureshpprabhu train rescheduled but still not departits sadalready hrs late,railminindia sureshpprabhu train rescheduled still departits sadalready hrs late,9
1205,5,@RailMinIndia @IRCTC_Ltd Using IRCTC tatkal service ruined my journey. Poor server response.  Website hang/not open Toady for 45 min,Ticketing & Reservation,railminindia irctcltd using irctc tatkal service ruined my journey poor server response website hangnot open toady for min,railminindia irctcltd using irctc tatkal service ruined journey poor server response website hangnot open toady min,16
1206,0,@RailMinIndia in train18234 coach s5 seat no6 fan not working. Plz help,Cleanliness & Facilities,railminindia in train coach s seat no fan not working plz help,railminindia train coach seat fan working plz help,8
1207,0,"@RailMinIndia Window glass are not at all visible, pls get this clean urgently,PNR:6352386558,TRAIN:18030,DOJ:08-06-16,2A,PKU-LTT,Dep:16:35",Cleanliness & Facilities,railminindia window glass are not at all visible pls get this clean urgentlypnrtraindojapkulttdep,railminindia window glass visible pls get clean urgentlypnrtraindojapkulttdep,8
1208,6,@RailMinIndia Announcement done !!!,Irrelevant & Noise,railminindia announcement done,railminindia announcement done,3
1209,1,"copassenger playing loud music , not obeying the tt too, sort it out pnr 4512791357",Safety & Security,copassenger playing loud music not obeying the tt too sort it out pnr,copassenger playing loud music obeying tt sort pnr,8
1210,3,"@RailMinIndia Getting a #tatkal AC ticket 4m Pune 2 Bhubaneswar, vice-versa is very much difficult via @IRCATERING website @sureshpprabhu",Food & Catering,railminindia getting a tatkal ac ticket m pune bhubaneswar viceversa is very much difficult via ircatering website sureshpprabhu,railminindia getting tatkal ac ticket pune bhubaneswar viceversa much difficult via ircatering website sureshpprabhu,14
1211,4,@RailMinIndia plz continue train no 14307-14308,Delay / Running Status,railminindia plz continue train no,railminindia plz continue train,4
1212,5,@RailMinIndia Please charge cancellation fee with a logical algorithm. 760 INR for cancelling a ticket within 15 minutes is outrageous!!,Ticketing & Reservation,railminindia please charge cancellation fee with a logical algorithm inr for cancelling a ticket within minutes is outrageous,railminindia please charge cancellation fee logical algorithm inr cancelling ticket within minutes outrageous,13
1213,5,@DRMbhopal An aged lady has been alloted upper berth in 22911. PNR no. 8553362063. Kindly see if any modifications possible.,Ticketing & Reservation,drmbhopal an aged lady has been alloted upper berth in pnr no kindly see if any modifications possible,drmbhopal aged lady alloted upper berth pnr kindly see modifications possible,11
1214,7,@RailMinIndia @soorajkumarv @GMSRailway Noted informed concerned department,Customer Support Response,railminindia soorajkumarv gmsrailway noted informed concerned department,railminindia soorajkumarv gmsrailway noted informed concerned department,7
1215,3,@RailMinIndia spreading foodfor service at washdoors incoaches persistingin rajdhanitoo.litterbinwith foodresidues kept closebyalso.stopit,Food & Catering,railminindia spreading foodfor service at washdoors incoaches persistingin rajdhanitoolitterbinwith foodresidues kept closebyalsostopit,railminindia spreading foodfor service washdoors incoaches persistingin rajdhanitoolitterbinwith foodresidues kept closebyalsostopit,11
1216,4,"@RailMinIndia Maveli Express is always late by 30 to 60 minutes and Ernakulam,  this is being noted for an year. https://t.co/MEbiSmJduq",Delay / Running Status,railminindia maveli express is always late by to minutes and ernakulam this is being noted for an year,railminindia maveli express always late minutes ernakulam noted year,9
1217,6,@sureshpprabhu @RailMinIndia  I would like to thank your team for giving me such a wonderful experience of train travel. Salute to good work,Irrelevant & Noise,sureshpprabhu railminindia i would like to thank your team for giving me such a wonderful experience of train travel salute to good work,sureshpprabhu railminindia would like thank team giving wonderful experience train travel salute good work,14
1218,0,@RailMinIndia No hygiene in Secunderabad-Gorakhpur train. All train smelling bad.Toilets are not maintained.,Cleanliness & Facilities,railminindia no hygiene in secunderabadgorakhpur train all train smelling badtoilets are not maintained,railminindia hygiene secunderabadgorakhpur train train smelling badtoilets maintained,8
1219,5,"@RailMinIndia  @IRCTC_Ltd  HV cancelled  tkt on May,27,2016 PNR 8647308131� Refund amount of�Rs.3790�received today. Thank U.TDR payment ?",Ticketing & Reservation,railminindia irctcltd hv cancelled tkt on may pnr refund amount of rs received today thank utdr payment,railminindia irctcltd hv cancelled tkt may pnr refund amount rs received today thank utdr payment,15
1220,5,@RailMinIndia Talk to RPF head quater I am satisfied that they will provide full protection of Tatkal reservation counter to general people.,Ticketing & Reservation,railminindia talk to rpf head quater i am satisfied that they will provide full protection of tatkal reservation counter to general people,railminindia talk rpf head quater satisfied provide full protection tatkal reservation counter general people,14
1221,3,@RailMinIndia IRLRO Welcomes decision on stn baby food stalls but r babies safe with drivers running trains w/o time for foodRefNaturalcall,Food & Catering,railminindia irlro welcomes decision on stn baby food stalls but r babies safe with drivers running trains wo time for foodrefnaturalcall,railminindia irlro welcomes decision stn baby food stalls r babies safe drivers running trains wo time foodrefnaturalcall,17
1222,2,"two copassengers fought brutally, 1 got a head injury.1!! His  pnr 4512791357",Medical Emergency,two copassengers fought brutally got a head injury his pnr,two copassengers fought brutally got head injury pnr,8
1223,7,@sureshpprabhu  @RailMinIndia  The cleanliness feedback overphone is appreciated.But feedback for which station is not clearly mentioned.1/2,Customer Support Response,sureshpprabhu railminindia the cleanliness feedback overphone is appreciatedbut feedback for which station is not clearly mentioned,sureshpprabhu railminindia cleanliness feedback overphone appreciatedbut feedback station clearly mentioned,10
1224,0,@RailMinIndia There is very slow Air conditioning in 3AC coach no. BE1 . train - 19269 Porbandar-Motihari PNR 8247039410,Cleanliness & Facilities,railminindia there is very slow air conditioning in ac coach no be train porbandarmotihari pnr,railminindia slow air conditioning ac coach train porbandarmotihari pnr,9
1225,5,"@RailMinIndia Paid 200 bribe 2 T.c when T.c askd fr ticket, T.c didnt gav any recipt ,train 12565 S5 nxt stp ND https://t.co/bP2VJdxWoV",Ticketing & Reservation,railminindia paid bribe tc when tc askd fr ticket tc didnt gav any recipt train s nxt stp nd,railminindia paid bribe tc tc askd fr ticket tc didnt gav recipt train nxt stp nd,16
1226,0,"@RailMinIndia @sureshpprabhu @DrmDnr Its a shame dat  despite of instructions from GM,Patna rail administration is idle in cleaning dis mesh",Cleanliness & Facilities,railminindia sureshpprabhu drmdnr its a shame dat despite of instructions from gmpatna rail administration is idle in cleaning dis mesh,railminindia sureshpprabhu drmdnr shame dat despite instructions gmpatna rail administration idle cleaning dis mesh,14
1227,1,"@RailMinIndia @prakashroshan20 Sir, u r mobile phone could not be traced.Pl lodge missing report with GRP.",Safety & Security,railminindia prakashroshan sir u r mobile phone could not be tracedpl lodge missing report with grp,railminindia prakashroshan sir u r mobile phone could tracedpl lodge missing report grp,13
1228,6,@SirDebasis @vikaskh05172507 @Naren_Reddy23 @SayNoToHindi @mnsadhikrut @abpmajhatv @anilshidore @RailMinIndia… https://t.co/cImqnkJTwC,Irrelevant & Noise,sirdebasis vikaskh narenreddy saynotohindi mnsadhikrut abpmajhatv anilshidore railminindia,sirdebasis vikaskh narenreddy saynotohindi mnsadhikrut abpmajhatv anilshidore railminindia,8
1229,1,"@RailMinIndia @ShilpaDakle Mam, FIR has been lodged by GRP/Palghar vide Cr.No. 10/16 U/S 379 IPC.",Safety & Security,railminindia shilpadakle mam fir has been lodged by grppalghar vide crno us ipc,railminindia shilpadakle mam fir lodged grppalghar vide crno us ipc,10
1230,2,@RailMinIndia we all are in rac pnr no. 6352836568.....have 2 children and 1 medical practice.... all waiting list... need help...,Medical Emergency,railminindia we all are in rac pnr no have children and medical practice all waiting list need help,railminindia rac pnr children medical practice waiting list need help,10
1231,6,@NitinSubudhi @RailMinIndia @PiyushGoyal 4 paise legally sahi daam pe bech ke bhi kamay jaa sakte hai.,Irrelevant & Noise,nitinsubudhi railminindia piyushgoyal paise legally sahi daam pe bech ke bhi kamay jaa sakte hai,nitinsubudhi railminindia piyushgoyal paise legally sahi daam pe bech ke bhi kamay jaa sakte hai,15
1232,4,@RailMinIndia 19916 intercity exp mg is getting late each day. It is requested to make the stoppage of every exp train at 8 am,Delay / Running Status,railminindia intercity exp mg is getting late each day it is requested to make the stoppage of every exp train at am,railminindia intercity exp mg getting late day requested make stoppage every exp train,13
1233,0,@RailMinIndia @sureshpprabhu  dhauli worst train.12822 coach C1 ac not wrkng. refund money .why is this coach even there when ac nt working?,Cleanliness & Facilities,railminindia sureshpprabhu dhauli worst train coach c ac not wrkng refund money why is this coach even there when ac nt working,railminindia sureshpprabhu dhauli worst train coach c ac wrkng refund money coach even ac nt working,16
1234,1,@RailMinIndia 2 persons with weapon robbed me in GawhatiExpress.I lost my Iphone6.i got all the details with proofs of the robberer.helpme,Safety & Security,railminindia persons with weapon robbed me in gawhatiexpressi lost my iphonei got all the details with proofs of the robbererhelpme,railminindia persons weapon robbed gawhatiexpressi lost iphonei got details proofs robbererhelpme,11
1235,5,"@RailMinIndia @sureshpprabhu I Booked TDR on Feb 22, 2016 against Ticket PNR No 6652029847 and i had not got any response till today.",Ticketing & Reservation,railminindia sureshpprabhu i booked tdr on feb against ticket pnr no and i had not got any response till today,railminindia sureshpprabhu booked tdr feb ticket pnr got response till today,11
1236,4,"@RailMinIndia @drmmumbaicr @gm_crly Tweet No 4, Late Again today during morning peak hours by 20-25 mins. Jam Packed. Made In India.",Delay / Running Status,railminindia drmmumbaicr gmcrly tweet no late again today during morning peak hours by mins jam packed made in india,railminindia drmmumbaicr gmcrly tweet late today morning peak hours mins jam packed made india,14
